"刷新id"	"刷新方式（0：慢出可重生1：慢出不重生2：快出可重生3：快出不重生4：重复出生）"	"随机/顺序（0：随机1：顺序）"	"刷新间隔下限（单位：ms）"	"刷新间隔上限（单位：ms）"	"NPCID（刷新了什么NPC)"	"入口点(出生在哪个点)"	"层数（0-2147483647）"	"刷新缘由（0:场景创建,1:触发器）"	"刷新数量"	"随机角度左偏（单位：度）"	"随机角度右偏（单位：度）"	"随机距离"	"造物组"	"组群(仇恨连接)"	"组群Add"	"服务器控制按时间刷新开始时间"	"服务器控制按时间刷新结束时间"	"空闲移动0=无1=巡逻2=游荡3=组巡逻"	"巡逻点1"	"巡逻点2"	"巡逻点3"	"游荡距离"	"游荡休息时间（单位：ms）"	"出生脚本"	"出生表现"	"死亡脚本"	"掩码0x01=玩家死亡后重刷"	
"id"	"spawnType"	"spawnOrder"	"spawnTimeMin"	"spawnTimeMax"	"npcIDs"	"spawnPoint"	"layerid"	"spawnCause"	"num"	"randomAngleLeft"	"randomAngleRight"	"randomDistanceMax"	"creatureGroup"	"groupID"	"group_add"	"servSpawnStartTime"	"servSpawnEndTime"	"idleMotionType"	"patrol_1"	"patrol_2"	"patrol_3"	"wanderDistance"	"wanderRestTime"	"spawnScript"	"spawn_action"	"dead_script"	"flags"	
"int"	"int"	"int"	"int"	"int"	"int[]"	"string"	"int"	"int"	"int"	"int"	"int"	"float"	"int"	"int"	"bool"	"string"	"string"	"int"	"string"	"string"	"string"	"float"	"int[2]"	"string"	"int"	"string"	"int"	
"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"s"	"cs"	"cs"	"cs"	"cs"	"cs"	"s"	"cs"	"s"	"cs"	"cs"	"s"	"s"	"s"	"s"	"s"	"cs"	"s"	"cs"	"s"	"s"	
"10010011"	"2"	"1"	"200"	"1000"	"10066"	"scn1001_npc_ziseminnv"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010012"	"2"	"1"	"200"	"1000"	"10065"	"scn1001_npc_xiaohai"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010013"	"2"	"1"	"200"	"1000"	"10064"	"scn1001_guai_meihuonanzi"	""	"0"	"10"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10010014"	"2"	"1"	"200"	"1000"	"10063"	"scn1001_npc_huacuo04"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010015"	"2"	"1"	"200"	"1000"	"10062"	"scn1001_npc_xiedaoshi02"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010016"	"2"	"1"	"200"	"1000"	"10061"	"scn1001_npc_baixing06"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010017"	"2"	"1"	"200"	"1000"	"10060"	"scn1001_caiji_jiechufazhang02"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010018"	"2"	"1"	"200"	"1000"	"10059"	"scn1001_npc_baixing05"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010019"	"2"	"1"	"200"	"1000"	"10058"	"scn1001_caiji_jiechufazhang01"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010020"	"2"	"1"	"200"	"1000"	"10057"	"scn1001_guai_xiedaoshi01"	""	"0"	"10"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10010021"	"2"	"1"	"200"	"1000"	"10056"	"scn1001_npc_yunjindizi02"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010022"	"2"	"1"	"200"	"1000"	"10055"	"scn1001_npc_baixing04"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010023"	"2"	"1"	"200"	"1000"	"10054"	"scn1001_npc_tianshidaoshi"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010024"	"2"	"1"	"200"	"1000"	"10053"	"scn1001_npc_shangfan"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010025"	"2"	"1"	"200"	"1000"	"10051"	"scn1001_npc_yunjindizi01"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010026"	"2"	"1"	"200"	"1000"	"10050"	"scn1001_npc_baixing03"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010027"	"2"	"1"	"200"	"1000"	"10049"	"scn1001_npc_baixing02"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010028"	"2"	"1"	"200"	"1000"	"10048"	"scn1001_guai_yezhu02"	""	"0"	"15"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10010029"	"2"	"1"	"200"	"1000"	"10047"	"scn1001_caiji_cunzhuangzhuangkuang"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010030"	"2"	"1"	"200"	"1000"	"10046"	"scn1001_guai_hengyuanjiubu04"	""	"0"	"20"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10010031"	"2"	"1"	"200"	"1000"	"10045"	"scn1001_npc_jiubushouling"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010032"	"2"	"1"	"200"	"1000"	"10044"	"scn1001_guai_daitoudage"	""	"0"	"8"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10010033"	"2"	"1"	"200"	"1000"	"10043"	"scn1001_caiji_huazhuang"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010034"	"2"	"1"	"200"	"1000"	"10042"	"scn1001_guai_hengyuanjiubu03"	""	"0"	"16"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10010035"	"2"	"1"	"200"	"1000"	"10041"	"scn1001_npc_huacuo03"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010036"	"2"	"1"	"200"	"1000"	"10040"	"scn1001_npc_hengyuanjiubu02"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010037"	"2"	"1"	"200"	"1000"	"10039"	"scn1001_guai_hengyuanjiubu01"	""	"0"	"15"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10010038"	"2"	"1"	"200"	"1000"	"10038"	"scn1001_guai_lang"	""	"0"	"15"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10010039"	"2"	"1"	"200"	"1000"	"10037"	"scn1001_npc_sengren03"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010040"	"2"	"1"	"200"	"1000"	"10036"	"scn1001_guai_sengren02"	""	"0"	"10"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10010041"	"2"	"1"	"200"	"1000"	"10035"	"scn1001_npc_sengren01"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010042"	"2"	"1"	"200"	"1000"	"10034"	"scn1001_guai_eseng"	""	"0"	"18"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10010043"	"2"	"1"	"200"	"1000"	"10033"	"scn1001_npc_baixing01"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010044"	"2"	"1"	"200"	"1000"	"10032"	"scn1001_caiji_zhenglilaingshi"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010045"	"2"	"1"	"200"	"1000"	"10031"	"scn1001_npc_chuyu03"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010046"	"2"	"1"	"200"	"1000"	"10030"	"scn1001_guai_shenmiren"	""	"0"	"10"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10010047"	"2"	"1"	"200"	"1000"	"10029"	"scn1001_npc_huacuo02"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010048"	"2"	"1"	"200"	"1000"	"10028"	"scn1001_caiji_cikeshenfen"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010049"	"2"	"1"	"200"	"1000"	"10027"	"scn1001_guai_cike"	""	"0"	"16"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10010050"	"2"	"1"	"200"	"1000"	"10026"	"scn1001_npc_liehu"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010051"	"2"	"1"	"200"	"1000"	"10025"	"scn1001_guai_yezhu01"	""	"0"	"17"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10010052"	"2"	"1"	"200"	"1000"	"10024"	"scn1001_caiji_xuanma"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010053"	"2"	"1"	"200"	"1000"	"10023"	"scn1001_npc_majiuguanyuan"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010054"	"2"	"1"	"200"	"1000"	"10022"	"scn1001_caiji_jianchashangqing"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010055"	"2"	"1"	"200"	"1000"	"10021"	"scn1001_guai_feizei"	""	"0"	"11"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10010056"	"2"	"1"	"200"	"1000"	"10020"	"scn1001_npc_shoushangshiwei"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010057"	"2"	"1"	"200"	"1000"	"10019"	"scn1001_npc_fengdai"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010058"	"2"	"1"	"200"	"1000"	"10018"	"scn1001_npc_renshisiguanyuan"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010059"	"2"	"1"	"200"	"1000"	"10017"	"scn1001_caiji_renshisi"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010060"	"2"	"1"	"200"	"1000"	"10016"	"scn1001_npc_shangyaosiguanyuan"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010061"	"2"	"1"	"200"	"1000"	"10015"	"scn1001_caiji_shangyaosi"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010062"	"2"	"1"	"200"	"1000"	"10014"	"scn1001_caiji_chakaiziliao"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010063"	"2"	"1"	"200"	"1000"	"10013"	"scn1001_guai_huacuo01"	""	"0"	"5"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10010064"	"2"	"1"	"200"	"1000"	"10012"	"scn1001_npc_hengyuan"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010065"	"2"	"1"	"200"	"1000"	"10011"	"scn1001_npc_jiangyan"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010066"	"2"	"1"	"200"	"1000"	"10010"	"scn1001_npc_liuse03"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010067"	"2"	"1"	"200"	"1000"	"10009"	"scn1001_npc_chuyu02"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010068"	"2"	"1"	"200"	"1000"	"10008"	"scn1001_npc_liuse02"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010069"	"2"	"1"	"200"	"1000"	"10007"	"scn1001_guai_liuse01"	""	"0"	"10"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10010070"	"2"	"1"	"200"	"1000"	"10006"	"scn1001_npc_yuejiefei"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010071"	"2"	"1"	"200"	"1000"	"10005"	"scn1001_guai_shiwei"	""	"0"	"7"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10010072"	"2"	"1"	"200"	"1000"	"10004"	"scn1001_npc_youlan"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010073"	"2"	"1"	"200"	"1000"	"10003"	"scn1001_guai_shuaige01"	""	"0"	"5"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10010074"	"2"	"1"	"200"	"1000"	"10002"	"scn1001_npc_rongzhi"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010075"	"2"	"1"	"200"	"1000"	"10001"	"scn1001_npc_chuyu01"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010076"	"2"	"1"	"200"	"1000"	"10052"	"scn1001_guai_tianshidizi"	""	"0"	"21"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10010077"	"2"	"1"	"200"	"1000"	"10077"	"scn1001_npc_rongzhi02"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010078"	"2"	"1"	"200"	"1000"	"10078"	"scn1001_g_xiedaosi5"	""	"0"	"10"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10010079"	"2"	"1"	"200"	"1000"	"10079"	"scn1001_npc_moxiang"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010080"	"2"	"1"	"200"	"1000"	"10080"	"scn1001_npc_nongfu"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010081"	"2"	"1"	"200"	"1000"	"10081"	"scn1001_npc_zhangxiaocun"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010082"	"2"	"1"	"200"	"1000"	"10082"	"scn_npc_zhangtiezui"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010083"	"2"	"1"	"200"	"1000"	"10083"	"scn1001_npc_junqiaonanzi"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010084"	"2"	"1"	"200"	"1000"	"10084"	"scn1001_npc_huacuo6"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010085"	"2"	"1"	"200"	"1000"	"10085"	"scn1001_npc_hemengbai"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010086"	"2"	"1"	"200"	"1000"	"10086"	"scn1001_npc_shinv"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010087"	"2"	"1"	"200"	"1000"	"10087"	"scn1001_g_shenmiren2"	""	"0"	"5"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10010088"	"2"	"1"	"200"	"1000"	"10088"	"scn1001_npc_shiwei2"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010089"	"2"	"1"	"200"	"1000"	"10089"	"scn1001_g_lang2"	""	"0"	"20"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10010090"	"2"	"1"	"200"	"1000"	"10090"	"scn1001_g_tianshidizi2"	""	"0"	"20"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10010091"	"2"	"1"	"200"	"1000"	"10091"	"scn1001_g_shougunanzi"	""	"0"	"20"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10010092"	"2"	"1"	"200"	"1000"	"10092"	"scn1001_g_shanzeiwodian"	""	"0"	"20"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10010093"	"2"	"1"	"200"	"1000"	"10093"	"scn1001_g_yezhu3"	""	"0"	"20"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10010094"	"2"	"1"	"200"	"1000"	"10094"	"scn1001_g_kuangrexintu"	""	"0"	"20"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10010095"	"2"	"1"	"200"	"1000"	"10095"	"scn1001_g_qihuojun"	""	"0"	"20"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	""	
"10010096"	"2"	"1"	"200"	"1000"	"10096"	"scn1001_n_shinv2"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010097"	"2"	"1"	"200"	"1000"	"10097"	"scn1001_n_shinv3"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010098"	"2"	"1"	"200"	"1000"	"10098"	"scn1001_n_baililiusang"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010099"	"2"	"1"	"200"	"1000"	"10099"	"scn1001_n_shinv4"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010100"	"2"	"1"	"200"	"1000"	"10100"	"scn1001_n_shiwei3"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010101"	"2"	"1"	"200"	"1000"	"10101"	"scn1001_n_shiwei4"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010102"	"2"	"1"	"200"	"1000"	"10102"	"scn1001_n_sengren4"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010103"	"2"	"1"	"200"	"1000"	"10103"	"scn1001_n_xiaohai2"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010104"	"2"	"1"	"200"	"1000"	"10104"	"scn1001_n_xiaohai3"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
"10010105"	"2"	"1"	"200"	"1000"	"10105"	"scn1001_n_xiaohai4"	""	"0"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	""	
