"任务id（唯一，顺次递增）(1000——2000,引子,2000——3000,第一章）（20000——25000，环任务,25001-30000，任务）"	"任务名称色彩"	"任务名称(日志，追踪面板显示)"	"接受等级（显示为可接任务的条件，接受任务的条件）"	"接受等级上限（超过此等级无法再接取此任务）"	"前置任务id(可填多个,任意一个前置任务完成,则当前任务可接)"	"所显示的章节（0=引子,1=第一章,依此类推）"	"职业限制(1=丐帮可接;2=少林可接;4=全真可接;0或7=所有职业可接)"	"是否节点任务（最大节点任务=0，节点任务1，新增其他后续递增）这列也可以不用填了，程序能分析出来"	"子任务列表（子任务数组，用逗号隔开）"	"任务分类（主线任务1，支线任务2，帮派任务3，环任务4，7日任务5）"	"任务类型（1杀怪,2对话,3收集物品,4功能类【经脉、装备、坐骑、英雄、主角级别、挑战本、法阵、生存挑战】,5通关指定副本,6,扫荡指定副本7,随机环数任务，8,跟随任务：NPC跟随玩家,9,跟随任务:玩家跟随NPC，10，新脚本控制）"	"功能类型（0,对话1,玩家达到指定等级2,玩家达到指定经脉等级3,玩家英雄卡牌激活数量4,坐骑升级5,道具升级6,坐骑突破7,挑战本最大层级8,玩家英雄卡牌升级到达等级9,加入帮派10,完成环任务的次数11,升级任意技能12,坐骑战斗力13,背旗战斗力14,宠物战斗力15,角色战斗力16,帮派贡献17,侍从数量18,侍从总的战斗力19，法阵升级20，生存挑战本21,怪物图鉴；只能填1级）"	"检测次数类型（0=计数检测，1=数值检测）"	"任务放弃标识（是否可放弃）"	"是否是日常任务0不是1是"	"手动提交"	"每日可做次数"	"日常任务类型（0=默认，1=挂机迷城）"	"接受任务NPCid（索引CreatureType）"	"接受任务以后"	"接受NPC名称（可接任务中显示用）"	"完成任务NPCid"	"完成任务以后"	"完成NPC名称（可接任务中显示用）"	"接受任务剧情（索引剧情表PlotConfig）"	"接受任务对白（索引对白表DialogSequenceConfig）"	"任务中对白（索引对白表）"	"完成任务剧情（索引剧情表PlotConfig）"	"完成任务对白（索引对白表DialogSequenceConfig）"	"任务接受屏幕消息（索引字典）"	"任务完成可交状态若提示字符串"	"任务描述（索引字典）"	"任务指引（在日志的可接任务中显示，索引字典）"	"完成条件（在日志的已接任务中显示，索引字典）"	"可接寻路Id(如果策划不用的话，不用配了，之前是用在任务标题支持寻路上，程序代码里算了，以前的思路是程序不对表的任何逻辑做分析，所以都用配置的方式，该吐槽！)"	"可接追踪简述（在追踪界面的可接任务中显示，索引字典）"	"已接追踪简述（在追踪界面的已接任务中显示，索引字典）"	"可完成追踪简述（在追踪界面的可完成任务中显示，索引字典）"	"对话NPCid（对话类任务，找谁对话）"	"怪物关卡id（杀怪类任务，怪物所在关卡）"	"功能参数组（物品收集，杀怪）"	"参数组数量(物品，怪物数量）"	"功能次数(刷星、次数、经脉、升星、坐骑升级、英雄数量、主角等级）"	"功能参数1(通关副本星级：1星-0，2星-2，3星-4)"	"完成任务扣除收集物"	"接受任务附加掉落的怪(索引到CreatureType表)"	"接收任务附加掉落Id(索引到DropCommon表)"	"采集任务可采物id(索引到CreatureType表)"	"接受任务时候关卡界面ID（-1不弹推荐关卡，其他则显示关卡界面）"	"推荐关卡ID（关卡界面中，推荐箭头指向的关卡）"	"功能脚本（类似强化等特殊功能类任务，挂载的功能脚本）"	"奖励技能点（术力）"	"奖励金币"	"奖励银币"	"奖励经验"	"奖励声望"	"奖励物品1id"	"奖励物品1数量"	"奖励物品2id"	"奖励物品2数量"	"奖励物品3id"	"奖励物品3数量"	"功能开放-接任务(程序用，不填)"	"功能开放-完成任务（未交)(程序用，不填)"	"功能开放-完成任务（已交)(程序用，不填)"	"副本开放-接任务时"	"副本开放-完成任务时"	"完成任务触发脚本"	"提交任务触发脚本"	"任务名(utf8)不填程序用"	"是否循环任务"	"新手任务"	"新手指引扫荡指定副本（不相关新手指引的不用填）"	"一键完成任务金币数"	"跟随任务npc场景ID"	"跟随npc完成任务坐标点(x,y,z)"	"多目标描述填写2，3，4目标"	"7日任务天(任务出现在第几天)"	"7日任务界面显示顺序"	"任务图片"	"任务可接描述（索引字典）"	"任务已完成描述（索引字典）"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"3011"	"[FFCC11]【主线】[-]"	"再破敌阵"	"4"	"0"	"3010"	"0"	"0"	"0"	""	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	""	"自动"	"-1"	""	"自动"	"0"	"0"	"0"	"0"	"30112"	"30110"	"30118"	"30111"	"30112"	"30113"	"0"	"30114"	"30115"	"30116"	"0"	"0"	"10311"	"5"	"0"	"0"	"1"	""	""	""	"0"	"0"	""	""	""	""	"1750000"	""	"100001"	"2000"	"100010"	"200"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"3012"	"[FFCC12]【主线】[-]"	"匹夫无罪"	"5"	"0"	"3011"	"0"	"0"	"0"	""	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	""	"自动"	"10312"	""	"王嵩"	"0"	"0"	"0"	"0"	"30122"	"30120"	"30128"	"30121"	"30122"	"30123"	"0"	"30124"	"30125"	"30126"	"0"	"0"	""	""	"0"	"0"	"1"	""	""	""	"0"	"0"	""	""	""	""	"2000000"	""	"100001"	"2000"	"100010"	"200"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"3014"	"[FFCC14]【主线】[-]"	"取舍之间"	"5"	"0"	"3012"	"0"	"0"	"0"	""	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	""	"自动"	"10314"	""	"王觅"	"0"	"0"	"0"	"0"	"30142"	"30140"	"30148"	"30141"	"30142"	"30143"	"0"	"30144"	"30145"	"30146"	"0"	"0"	""	""	"0"	"0"	"1"	""	""	""	"0"	"0"	""	""	""	""	"2000000"	""	"100001"	"2000"	"100010"	"200"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"3015"	"[FFCC15]【主线】[-]"	"速速离开"	"6"	"0"	"3014"	"0"	"0"	"0"	""	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	""	"自动"	"10315"	""	"王何"	"0"	"0"	"0"	"0"	"30152"	"30150"	"30158"	"30151"	"30152"	"30153"	"0"	"30154"	"30155"	"30156"	"0"	"0"	""	""	"0"	"0"	"1"	""	""	""	"0"	"0"	""	""	""	""	"2250000"	""	"100001"	"2000"	"100010"	"200"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"3020"	"[FFCC20]【主线】[-]"	"险象环生"	"6"	"0"	"3015"	"0"	"0"	"0"	""	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	""	"自动"	"10320"	""	"王生"	"0"	"0"	"0"	"0"	"30202"	"30200"	"30208"	"30201"	"30202"	"30203"	"0"	"30204"	"30205"	"30206"	"0"	"0"	""	""	"0"	"0"	"1"	""	""	""	"0"	"0"	""	""	""	""	"2250000"	""	"100001"	"2000"	"100010"	"200"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1000"	"[FFCC00]【主线】[-]"	"春色关不住"	"7"	"0"	"3020"	"0"	"0"	"0"	""	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	""	"自动"	"10001"	""	"刘楚玉"	"0"	"0"	"0"	"0"	"10002"	"10000"	"10008"	"10001"	"10002"	"10003"	"0"	"10004"	"10005"	"10006"	"0"	"0"	""	""	"0"	"0"	"1"	""	""	""	"0"	"0"	""	"0"	"0"	"0"	"2500000"	"0"	"100001"	"2000"	"100010"	"200"	"0"	"0"	""	""	""	""	""	""	""	""	"0"	"0"	""	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1508"	"[FFCC00]【主线】[-]"	"技能系统"	"7"	"0"	"1003"	"0"	"0"	"0"	""	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	""	"自动"	"-1"	""	"自动"	"0"	"0"	"0"	"0"	"15082"	"15080"	"15088"	"15081"	"15082"	"15083"	"0"	"15084"	"15085"	"15086"	"0"	"0"	""	""	"0"	"0"	"1"	""	""	""	"0"	"0"	""	"0"	"0"	"0"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1001"	"[FFCC00]【主线】[-]"	"白衣男子"	"7"	"0"	"1000"	"0"	"0"	"0"	""	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	""	"自动"	"10002"	""	"欧阳羽"	"0"	"0"	"0"	"0"	"10012"	"10010"	"10018"	"10011"	"10012"	"10013"	"0"	"10014"	"10015"	"10016"	"0"	"0"	""	""	"0"	"0"	"1"	""	""	""	"0"	"0"	""	"0"	"0"	"0"	"2500000"	"0"	"100001"	"2000"	"100010"	"200"	"100039"	"5"	""	""	""	""	""	""	""	""	"0"	"0"	""	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1002"	"[FFCC00]【主线】[-]"	"截住面首"	"8"	"0"	"1001"	"0"	"1"	"0"	""	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	""	"自动"	"-1"	""	"自动"	"0"	"0"	"0"	"0"	"10022"	"10020"	"10028"	"10021"	"10022"	"10023"	"0"	"10024"	"10025"	"10026"	"0"	"0"	"10003"	"1"	"0"	"0"	"1"	""	""	""	"0"	"0"	""	"0"	"0"	"0"	"2750000"	"0"	"100001"	"2000"	"100010"	"200"	"20111101"	"1"	""	""	""	""	""	""	""	""	"0"	"0"	""	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1127"	"[FFCC00]【主线】[-]"	"截住面首"	"8"	"0"	"1001"	"0"	"2"	"0"	""	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	""	"自动"	"-1"	""	"自动"	"0"	"0"	"0"	"0"	"11272"	"11270"	"11278"	"11271"	"11272"	"11273"	"0"	"11274"	"11275"	"11276"	"0"	"0"	"10003"	"1"	"0"	"0"	"1"	""	""	""	"0"	"0"	""	"0"	"0"	"0"	"2750000"	"0"	"100001"	"2000"	"100010"	"200"	"20111201"	"1"	""	""	""	""	""	""	""	""	"0"	"0"	""	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1128"	"[FFCC00]【主线】[-]"	"截住面首"	"8"	"0"	"1001"	"0"	"4"	"0"	""	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	""	"自动"	"-1"	""	"自动"	"0"	"0"	"0"	"0"	"11282"	"11280"	"11288"	"11281"	"11282"	"11283"	"0"	"11284"	"11285"	"11286"	"0"	"0"	"10003"	"1"	"0"	"0"	"1"	""	""	""	"0"	"0"	""	"0"	"0"	"0"	"2750000"	"0"	"100001"	"2000"	"100010"	"200"	"20111301"	"1"	""	""	""	""	""	""	""	""	"0"	"0"	""	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1003"	"[FFCC00]【主线】[-]"	"荒诞生活"	"8"	"0"	"1002,1127,1128"	"0"	"0"	"0"	""	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	""	"自动"	"10004"	""	"沉香"	"0"	"0"	"0"	"0"	"10032"	"10030"	"10038"	"10031"	"10032"	"10033"	"0"	"10034"	"10035"	"10036"	"0"	"0"	""	""	"0"	"0"	"1"	""	""	""	"0"	"0"	""	"0"	"0"	"0"	"2750000"	"0"	"100001"	"2000"	"100010"	"200"	"0"	"0"	""	""	""	""	""	""	""	""	"0"	"0"	""	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1004"	"[FFCC00]【主线】[-]"	"山阴公主"	"9"	"0"	"1003"	"0"	"0"	"0"	""	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	""	"自动"	"10001"	""	"刘楚玉"	"0"	"0"	"0"	"0"	"10042"	"10040"	"10048"	"10041"	"10042"	"10043"	"0"	"10044"	"10045"	"10046"	"0"	"0"	""	""	"0"	"0"	"1"	""	""	""	"0"	"0"	""	"0"	"0"	"0"	"3000000"	"0"	"100001"	"2000"	"100010"	"200"	"100039"	"5"	""	""	""	""	""	""	""	""	"0"	"0"	""	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1005"	"[FFCC00]【主线】[-]"	"喧哗"	"9"	"0"	"1004"	"0"	"0"	"0"	""	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	""	"自动"	"-1"	""	"自动"	"0"	"0"	"0"	"0"	"10052"	"10050"	"10058"	"10051"	"10052"	"10053"	"0"	"10054"	"10055"	"10056"	"0"	"0"	"10005"	"1"	"0"	"0"	"1"	""	""	""	"0"	"0"	""	"0"	"0"	"0"	"3000000"	"0"	"100001"	"2000"	"100010"	"200"	"100101"	"5"	""	""	""	""	""	""	""	""	"0"	"0"	""	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"1006"	"[FFCC00]【主线】[-]"	"横行侍卫"	"10"	"0"	"1005"	"0"	"0"	"0"	""	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	""	"自动"	"10006"	""	"宗越"	"3"	"0"	"0"	"0"	"10062"	"10060"	"10068"	"10061"	"10062"	"10063"	"0"	"10064"	"10065"	"10066"	"0"	"0"	""	""	"0"	"0"	"1"	""	""	""	"0"	"0"	""	""	""	""	"3250000"	""	"100001"	"2000"	"100010"	"200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
