"怪物唯一ID"	"地图ID"	"位置标识"	"位置X坐标"	"位置Y坐标"	"位置Z坐标"	"初始朝向(Z为正方向的旋转度数)"	
"10090026"	"1009"	"scn1009_guai_team6_hengyuan"	"67.820000"	"52.869000"	"202.150000"	"0.000000"	
"10090027"	"1009"	"scn1009_guai_team6_junshi"	"69.230000"	"52.869000"	"203.860000"	"180.000800"	
"10090028"	"1009"	"scn1009_guai_team0_huo1"	"98.460000"	"50.000000"	"146.640000"	"0.000000"	
"10090029"	"1009"	"scn1009_guai_team0_huo1"	"89.740000"	"50.000000"	"143.740000"	"0.000000"	
"10090030"	"1009"	"scn1009_guai_team0_huo1"	"103.900000"	"50.000000"	"143.200000"	"0.000000"	
"10090031"	"1009"	"scn1009_guai_team0_huo2"	"93.290000"	"52.320000"	"125.890000"	"0.000000"	
"10090032"	"1009"	"scn1009_guai_team0_huo2"	"100.160000"	"50.000000"	"130.880000"	"0.000000"	
"10090033"	"1009"	"scn1009_guai_team0_huo4"	"103.800000"	"50.000000"	"119.200000"	"0.000000"	
"10090034"	"1009"	"scn1009_guai_team0_huo5"	"84.200000"	"50.000000"	"111.600000"	"0.000000"	
"10090035"	"1009"	"scn1009_guai_team0_huo4"	"116.400000"	"50.000000"	"111.200000"	"0.000000"	
"10090036"	"1009"	"scn1009_guai_team0_huo4"	"131.730000"	"52.842000"	"125.290000"	"0.000000"	
"10090037"	"1009"	"scn1009_guai_team0_huo5"	"71.570000"	"50.280000"	"112.860000"	"0.000000"	
"10090038"	"1009"	"scn1009_guai_team0_huo2"	"85.890000"	"50.000000"	"130.450000"	"0.000000"	
"10090039"	"1009"	"scn1009_guai_team0_hezi"	"89.510000"	"50.000000"	"143.100000"	"0.000000"	
"10090040"	"1009"	"scn1009_guai_team0_hezi"	"98.430000"	"50.000000"	"147.270000"	"0.000000"	
"10090041"	"1009"	"scn1009_guai_team0_hezi"	"103.870000"	"50.000000"	"142.730000"	"0.000000"	
"10090042"	"1009"	"scn1009_guai_team0_hezi"	"86.330000"	"50.000000"	"130.280000"	"0.000000"	
"10090043"	"1009"	"scn1009_guai_team0_hezi"	"100.770000"	"50.000000"	"130.440000"	"0.000000"	
"10010001"	"1001"	"scn1001_guai_tianshidizi"	"422.590000"	"50.600000"	"232.460000"	"48.075240"	
"10010002"	"1001"	"scn1001_guai_tianshidizi"	"422.590000"	"50.600000"	"232.460000"	"48.075240"	
"10010003"	"1001"	"scn1001_guai_tianshidizi"	"420.980000"	"50.600000"	"228.310000"	"48.075240"	
"10010004"	"1001"	"scn1001_guai_tianshidizi"	"423.190000"	"50.600000"	"225.170000"	"48.075240"	
"10010005"	"1001"	"scn1001_guai_tianshidizi"	"424.620000"	"50.600000"	"219.250000"	"48.075240"	
"10010006"	"1001"	"scn1001_guai_tianshidizi"	"429.900000"	"50.600000"	"225.340000"	"48.075240"	
"10010007"	"1001"	"scn1001_guai_tianshidizi"	"420.830000"	"50.600000"	"236.850000"	"48.075240"	
"10010008"	"1001"	"scn1001_guai_tianshidizi"	"427.760000"	"50.600000"	"232.710000"	"48.075240"	
"10010009"	"1001"	"scn1001_guai_tianshidizi"	"418.970000"	"50.600000"	"231.140000"	"48.075240"	
"10010010"	"1001"	"scn1001_guai_tianshidizi"	"418.220000"	"50.600000"	"225.970000"	"48.075240"	
"10010011"	"1001"	"scn1001_guai_tianshidizi"	"420.960000"	"50.600000"	"222.640000"	"48.075240"	
"10010012"	"1001"	"scn1001_guai_tianshidizi"	"414.860000"	"50.600000"	"227.430000"	"48.075240"	
"10010013"	"1001"	"scn1001_guai_tianshidizi"	"417.300000"	"50.600000"	"234.360000"	"48.075240"	
"10010014"	"1001"	"scn1001_guai_tianshidizi"	"415.560000"	"50.600000"	"240.630000"	"48.075240"	
"10010015"	"1001"	"scn1001_guai_tianshidizi"	"412.780000"	"50.600000"	"231.670000"	"48.075240"	
"10010016"	"1001"	"scn1001_guai_tianshidizi"	"411.110000"	"50.600000"	"222.860000"	"48.075240"	
"10010017"	"1001"	"scn1001_guai_tianshidizi"	"417.470000"	"50.600000"	"222.870000"	"48.075240"	
"10010018"	"1001"	"scn1001_guai_tianshidizi"	"424.050000"	"50.600000"	"234.820000"	"48.075240"	
"10010019"	"1001"	"scn1001_guai_tianshidizi"	"432.300000"	"50.600000"	"230.130000"	"48.075240"	
"10010020"	"1001"	"scn1001_guai_tianshidizi"	"426.710000"	"50.600000"	"224.660000"	"48.075240"	
"10010021"	"1001"	"scn1001_guai_yezhu02"	"365.600000"	"55.970000"	"423.830000"	"269.304500"	
"10010022"	"1001"	"scn1001_guai_yezhu02"	"361.390000"	"55.970000"	"429.137400"	"269.304500"	
"10010023"	"1001"	"scn1001_guai_yezhu02"	"366.290000"	"56.100000"	"429.230000"	"269.304500"	
"10010024"	"1001"	"scn1001_guai_yezhu02"	"372.780000"	"56.100000"	"424.780000"	"269.304500"	
"10010025"	"1001"	"scn1001_guai_yezhu02"	"368.970000"	"56.100000"	"426.400000"	"269.304500"	
"10010026"	"1001"	"scn1001_guai_yezhu02"	"362.960000"	"56.100000"	"426.080000"	"269.304500"	
"10010027"	"1001"	"scn1001_guai_yezhu02"	"366.130000"	"56.100000"	"417.290000"	"269.304500"	
"10010028"	"1001"	"scn1001_guai_yezhu02"	"372.710000"	"56.100000"	"417.520000"	"269.304500"	
"10010029"	"1001"	"scn1001_guai_yezhu02"	"373.090000"	"56.100000"	"420.300000"	"269.304500"	
"10010030"	"1001"	"scn1001_guai_yezhu02"	"372.160000"	"56.100000"	"414.290000"	"269.304500"	
"10010031"	"1001"	"scn1001_guai_yezhu02"	"367.450000"	"56.100000"	"421.490000"	"269.304500"	
"10010032"	"1001"	"scn1001_guai_yezhu02"	"366.930000"	"56.100000"	"414.440000"	"269.304500"	
"10010033"	"1001"	"scn1001_guai_yezhu02"	"362.750000"	"56.100000"	"417.690000"	"269.304500"	
"10010034"	"1001"	"scn1001_guai_yezhu02"	"362.740000"	"56.100000"	"420.860000"	"269.304500"	
"10010035"	"1001"	"scn1001_guai_yezhu02"	"362.160000"	"56.100000"	"414.090000"	"269.304500"	
"10010036"	"1001"	"scn1001_guai_hengyuanjiubu04"	"252.840000"	"50.200000"	"340.660000"	"57.346640"	
"10010037"	"1001"	"scn1001_guai_hengyuanjiubu04"	"250.060000"	"50.200000"	"342.470000"	"57.346640"	
"10010038"	"1001"	"scn1001_guai_hengyuanjiubu04"	"253.610000"	"50.200000"	"337.620000"	"57.346640"	
"10010039"	"1001"	"scn1001_guai_hengyuanjiubu04"	"269.130000"	"50.200000"	"335.520000"	"57.346640"	
"10010040"	"1001"	"scn1001_guai_hengyuanjiubu04"	"266.810000"	"50.200000"	"332.780000"	"57.346640"	
"10010041"	"1001"	"scn1001_guai_hengyuanjiubu04"	"271.780000"	"50.200000"	"350.010000"	"57.346640"	
"10010042"	"1001"	"scn1001_guai_hengyuanjiubu04"	"264.650000"	"50.200000"	"350.800000"	"57.346640"	
"10010043"	"1001"	"scn1001_guai_hengyuanjiubu04"	"271.020000"	"50.200000"	"354.520000"	"57.346640"	
"10010044"	"1001"	"scn1001_guai_hengyuanjiubu04"	"266.900000"	"50.200000"	"352.740000"	"57.346640"	
"10010045"	"1001"	"scn1001_guai_hengyuanjiubu04"	"270.000000"	"50.200000"	"346.750000"	"57.346640"	
"10010046"	"1001"	"scn1001_guai_hengyuanjiubu04"	"265.530000"	"50.200000"	"355.410000"	"57.346640"	
"10010047"	"1001"	"scn1001_guai_hengyuanjiubu04"	"267.770000"	"50.200000"	"350.100000"	"57.346640"	
"10010048"	"1001"	"scn1001_guai_hengyuanjiubu04"	"262.050000"	"50.200000"	"348.560000"	"57.346640"	
"10010049"	"1001"	"scn1001_guai_hengyuanjiubu04"	"262.490000"	"50.200000"	"352.860000"	"57.346640"	
"10010050"	"1001"	"scn1001_guai_hengyuanjiubu04"	"265.970000"	"50.200000"	"347.160000"	"57.346640"	
"10010051"	"1001"	"scn1001_guai_hengyuanjiubu04"	"256.350000"	"50.200000"	"342.570000"	"57.346640"	
"10010052"	"1001"	"scn1001_guai_hengyuanjiubu04"	"259.880000"	"50.200000"	"345.280000"	"57.346640"	
"10010053"	"1001"	"scn1001_guai_hengyuanjiubu04"	"258.560000"	"50.200000"	"350.150000"	"57.346640"	
"10010054"	"1001"	"scn1001_guai_hengyuanjiubu04"	"267.460000"	"50.200000"	"342.290000"	"57.346640"	
"10010055"	"1001"	"scn1001_guai_hengyuanjiubu04"	"255.760000"	"50.200000"	"347.100000"	"57.346640"	
"10010056"	"1001"	"scn1001_guai_hengyuanjiubu03"	"307.540000"	"50.800000"	"386.180000"	"269.304500"	
"10010057"	"1001"	"scn1001_guai_hengyuanjiubu03"	"307.540000"	"50.800000"	"386.180000"	"269.304500"	
"10010058"	"1001"	"scn1001_guai_hengyuanjiubu03"	"305.690000"	"50.800000"	"382.350000"	"269.304500"	
"10010059"	"1001"	"scn1001_guai_hengyuanjiubu03"	"305.750000"	"50.800000"	"377.350000"	"269.304500"	
"10010060"	"1001"	"scn1001_guai_hengyuanjiubu03"	"308.090000"	"50.800000"	"372.940000"	"269.304500"	
"10010061"	"1001"	"scn1001_guai_hengyuanjiubu03"	"311.580000"	"50.800000"	"374.410000"	"269.304500"	
"10010062"	"1001"	"scn1001_guai_hengyuanjiubu03"	"317.340000"	"50.800000"	"374.850000"	"269.304500"	
"10010063"	"1001"	"scn1001_guai_hengyuanjiubu03"	"319.630000"	"50.800000"	"380.650000"	"269.304500"	
"10010064"	"1001"	"scn1001_guai_hengyuanjiubu03"	"316.650000"	"50.800000"	"387.300000"	"269.304500"	
"10010065"	"1001"	"scn1001_guai_hengyuanjiubu03"	"312.220000"	"50.800000"	"385.400000"	"269.304500"	
"10010066"	"1001"	"scn1001_guai_hengyuanjiubu03"	"308.640000"	"50.800000"	"383.110000"	"269.304500"	
"10010067"	"1001"	"scn1001_guai_hengyuanjiubu03"	"310.180000"	"50.800000"	"378.780000"	"269.304500"	
"10010068"	"1001"	"scn1001_guai_hengyuanjiubu03"	"313.850000"	"50.800000"	"377.510000"	"269.304500"	
"10010069"	"1001"	"scn1001_guai_hengyuanjiubu03"	"316.540000"	"50.800000"	"383.410000"	"269.304500"	
"10010070"	"1001"	"scn1001_guai_hengyuanjiubu03"	"315.880000"	"50.800000"	"379.690000"	"269.304500"	
"10010071"	"1001"	"scn1001_guai_hengyuanjiubu01"	"264.770000"	"51.990000"	"387.680000"	"269.304500"	
"10010072"	"1001"	"scn1001_guai_hengyuanjiubu01"	"247.620000"	"53.770000"	"382.610000"	"269.304500"	
"10010073"	"1001"	"scn1001_guai_hengyuanjiubu01"	"253.210000"	"52.820000"	"383.300000"	"269.304500"	
"10010074"	"1001"	"scn1001_guai_hengyuanjiubu01"	"257.490000"	"52.500000"	"384.730000"	"269.304500"	
"10010075"	"1001"	"scn1001_guai_hengyuanjiubu01"	"261.390000"	"51.700000"	"387.110000"	"269.304500"	
"10010076"	"1001"	"scn1001_guai_hengyuanjiubu01"	"263.950000"	"52.360000"	"384.800000"	"269.304500"	
"10010077"	"1001"	"scn1001_guai_hengyuanjiubu01"	"261.080000"	"52.640000"	"383.180000"	"269.304500"	
"10010078"	"1001"	"scn1001_guai_hengyuanjiubu01"	"249.770000"	"54.470000"	"373.820000"	"269.304500"	
"10010079"	"1001"	"scn1001_guai_hengyuanjiubu01"	"258.960000"	"53.050000"	"381.290000"	"269.304500"	
"10010080"	"1001"	"scn1001_guai_hengyuanjiubu01"	"250.830000"	"53.770000"	"382.210000"	"269.304500"	
"10010081"	"1001"	"scn1001_guai_hengyuanjiubu01"	"255.370000"	"52.980000"	"381.260000"	"269.304500"	
"10010082"	"1001"	"scn1001_guai_hengyuanjiubu01"	"245.550000"	"53.770000"	"376.410000"	"269.304500"	
"10010083"	"1001"	"scn1001_guai_hengyuanjiubu01"	"247.730000"	"53.770000"	"379.770000"	"269.304500"	
"10010084"	"1001"	"scn1001_guai_hengyuanjiubu01"	"251.650000"	"53.770000"	"379.110000"	"269.304500"	
"10010085"	"1001"	"scn1001_guai_hengyuanjiubu01"	"249.310000"	"53.770000"	"376.960000"	"269.304500"	
"10010086"	"1001"	"scn1001_guai_lang"	"210.060000"	"55.500000"	"353.620000"	"2.505060"	
"10010087"	"1001"	"scn1001_guai_lang"	"229.290000"	"55.500000"	"358.440000"	"2.505060"	
"10010088"	"1001"	"scn1001_guai_lang"	"231.210000"	"55.500000"	"355.830000"	"2.505060"	
"10010089"	"1001"	"scn1001_guai_lang"	"218.710000"	"55.500000"	"350.660000"	"2.505060"	
"10010090"	"1001"	"scn1001_guai_lang"	"225.940000"	"55.500000"	"357.540000"	"2.505060"	
"10010091"	"1001"	"scn1001_guai_lang"	"227.420000"	"55.500000"	"353.330000"	"2.505060"	
"10010092"	"1001"	"scn1001_guai_lang"	"217.430000"	"55.500000"	"355.470000"	"2.505060"	
"10010093"	"1001"	"scn1001_guai_lang"	"224.440000"	"55.500000"	"354.870000"	"2.505060"	
"10010094"	"1001"	"scn1001_guai_lang"	"223.670000"	"55.500000"	"350.220000"	"2.505060"	
"10010095"	"1001"	"scn1001_guai_lang"	"220.130000"	"55.500000"	"357.910000"	"2.505060"	
"10010096"	"1001"	"scn1001_guai_lang"	"209.310000"	"55.500000"	"357.280000"	"2.505060"	
"10010097"	"1001"	"scn1001_guai_lang"	"214.420000"	"55.500000"	"357.980000"	"2.505060"	
"10010098"	"1001"	"scn1001_guai_lang"	"220.850000"	"55.500000"	"353.600000"	"2.505060"	
"10010099"	"1001"	"scn1001_guai_lang"	"215.240000"	"55.500000"	"351.730000"	"2.505060"	
"10010100"	"1001"	"scn1001_guai_eseng"	"96.730000"	"73.600000"	"380.330000"	"94.642130"	
"10010101"	"1001"	"scn1001_guai_eseng"	"87.670000"	"73.600000"	"388.640000"	"94.642130"	
"10010102"	"1001"	"scn1001_guai_eseng"	"88.220000"	"73.600000"	"384.137400"	"94.642130"	
"10010103"	"1001"	"scn1001_guai_eseng"	"93.170000"	"73.600000"	"385.280000"	"94.642130"	
"10010104"	"1001"	"scn1001_guai_eseng"	"88.600000"	"73.600000"	"380.050000"	"94.642130"	
"10010105"	"1001"	"scn1001_guai_eseng"	"92.940000"	"73.600000"	"381.210000"	"94.642130"	
"10010106"	"1001"	"scn1001_guai_eseng"	"82.930000"	"73.600000"	"385.180000"	"94.642130"	
"10010107"	"1001"	"scn1001_guai_eseng"	"94.520000"	"73.600000"	"378.510000"	"94.642130"	
"10010108"	"1001"	"scn1001_guai_eseng"	"82.120000"	"73.600000"	"378.300000"	"94.642130"	
"10010109"	"1001"	"scn1001_guai_cike"	"83.530000"	"53.300000"	"285.590000"	"269.304500"	
"10010110"	"1001"	"scn1001_guai_cike"	"82.240000"	"52.400000"	"280.750000"	"269.304500"	
"10010111"	"1001"	"scn1001_guai_cike"	"88.080000"	"53.350000"	"293.530000"	"269.304500"	
"10010112"	"1001"	"scn1001_guai_cike"	"83.650000"	"53.300000"	"296.750000"	"269.304500"	
"10010113"	"1001"	"scn1001_guai_cike"	"89.410000"	"53.300000"	"297.420000"	"269.304500"	
"10010114"	"1001"	"scn1001_guai_cike"	"94.850000"	"53.300000"	"285.930000"	"269.304500"	
"10010115"	"1001"	"scn1001_guai_cike"	"97.940000"	"53.200000"	"282.950000"	"269.304500"	
"10010116"	"1001"	"scn1001_guai_cike"	"92.980000"	"53.200000"	"279.890000"	"269.304500"	
"10010117"	"1001"	"scn1001_guai_cike"	"86.730000"	"53.200000"	"281.840000"	"269.304500"	
"10010118"	"1001"	"scn1001_guai_cike"	"79.990000"	"53.200000"	"293.370000"	"269.304500"	
"10010119"	"1001"	"scn1001_guai_cike"	"84.810000"	"53.200000"	"288.970000"	"269.304500"	
"10010120"	"1001"	"scn1001_guai_cike"	"90.670000"	"53.200000"	"283.640000"	"269.304500"	
"10010121"	"1001"	"scn1001_guai_cike"	"88.030000"	"53.200000"	"286.240000"	"269.304500"	
"10010122"	"1001"	"scn1001_guai_cike"	"88.950000"	"53.200000"	"289.960000"	"269.304500"	
"10010123"	"1001"	"scn1001_guai_yezhu01"	"55.370000"	"51.090000"	"266.960000"	"66.869240"	
"10010124"	"1001"	"scn1001_guai_yezhu01"	"62.300000"	"51.090000"	"268.530000"	"66.869240"	
"10010125"	"1001"	"scn1001_guai_yezhu01"	"65.100000"	"51.630000"	"261.230000"	"66.869240"	
"10010126"	"1001"	"scn1001_guai_yezhu01"	"62.820000"	"51.630000"	"248.090000"	"66.869240"	
"10010127"	"1001"	"scn1001_guai_yezhu01"	"63.970000"	"51.630000"	"254.470000"	"66.869240"	
"10010128"	"1001"	"scn1001_guai_yezhu01"	"65.700000"	"51.430000"	"257.890000"	"66.869240"	
"10010129"	"1001"	"scn1001_guai_yezhu01"	"74.050000"	"50.720000"	"247.730000"	"66.869240"	
"10010130"	"1001"	"scn1001_guai_yezhu01"	"64.190000"	"51.820000"	"245.200000"	"66.869240"	
"10010131"	"1001"	"scn1001_guai_yezhu01"	"66.340000"	"50.900000"	"265.530000"	"66.869240"	
"10010132"	"1001"	"scn1001_guai_yezhu01"	"60.740000"	"50.900000"	"265.010000"	"66.869240"	
"10010133"	"1001"	"scn1001_guai_yezhu01"	"57.450000"	"50.900000"	"262.520000"	"66.869240"	
"10010134"	"1001"	"scn1001_guai_yezhu01"	"60.610000"	"51.630000"	"252.500000"	"66.869240"	
"10010135"	"1001"	"scn1001_guai_yezhu01"	"68.830000"	"50.900000"	"261.910000"	"66.869240"	
"10010136"	"1001"	"scn1001_guai_yezhu01"	"69.900000"	"50.900000"	"257.430000"	"66.869240"	
"10010137"	"1001"	"scn1001_guai_yezhu01"	"70.080000"	"50.900000"	"253.460000"	"66.869240"	
"10010138"	"1001"	"scn1001_guai_yezhu01"	"69.730000"	"50.900000"	"249.920000"	"66.869240"	
"10010139"	"1001"	"scn1001_guai_yezhu01"	"65.050000"	"50.900000"	"250.920000"	"66.869240"	
"10010140"	"1001"	"scn1001_guai_feizei"	"46.740000"	"50.740000"	"198.390000"	"88.103000"	
"10010141"	"1001"	"scn1001_guai_feizei"	"49.950000"	"50.720000"	"195.470000"	"88.103000"	
"10010142"	"1001"	"scn1001_guai_feizei"	"47.460000"	"50.760000"	"188.590000"	"88.103000"	
"10010143"	"1001"	"scn1001_guai_feizei"	"50.250000"	"50.860000"	"198.710000"	"88.103000"	
"10010144"	"1001"	"scn1001_guai_feizei"	"51.190000"	"50.900000"	"192.500000"	"88.103000"	
"10010145"	"1001"	"scn1001_guai_feizei"	"50.610000"	"50.910000"	"188.360000"	"88.103000"	
"10010146"	"1001"	"scn1001_guai_feizei"	"45.270000"	"50.780000"	"191.690000"	"88.103000"	
"10010147"	"1001"	"scn1001_guai_feizei"	"48.370000"	"50.790000"	"192.660000"	"88.103000"	
"10010148"	"1001"	"scn1001_guai_feizei"	"44.560000"	"50.850000"	"188.390000"	"88.103000"	
"10010149"	"1001"	"scn1001_guai_feizei"	"44.480000"	"50.840120"	"194.710000"	"88.103000"	
"10010150"	"1001"	"scn1001_npc_liuse05"	"206.000000"	"44.400000"	"78.400000"	"56.987980"	
"10010151"	"1001"	"scn1001_guai_meihuonvzi02"	"229.400000"	"44.800000"	"148.900000"	"176.147000"	
"10010152"	"1001"	"scn1001_npc_meihuonvzi01"	"220.900000"	"45.000000"	"145.900000"	"179.329800"	
"10010153"	"1001"	"scn1001_npc_huacuo05"	"206.720000"	"47.370000"	"114.110000"	"222.973300"	
"10010154"	"1001"	"scn1001_guai_liuse04"	"244.450000"	"45.700000"	"125.550000"	"240.789600"	
"10010155"	"1001"	"scn1001_caiji_tiaochaqingkuang"	"214.440000"	"45.980000"	"144.580000"	"177.120100"	
"10010156"	"1001"	"scn1001_npc_baixing07"	"184.850000"	"79.400000"	"275.050000"	"275.747400"	
"10010157"	"1001"	"scn1001_npc_wangma"	"185.950000"	"79.500000"	"281.080000"	"270.035100"	
"10010158"	"1001"	"scn1001_npc_yunjindizi03"	"188.530000"	"49.100000"	"141.850000"	"56.950730"	
"10010159"	"1001"	"scn1001_npc_shuaige02"	"221.570000"	"44.600000"	"66.550000"	"49.535760"	
"10010160"	"1001"	"scn1001_npc_ziseminnv"	"238.430000"	"44.600000"	"61.790000"	"329.429600"	
"10010161"	"1001"	"scn1001_npc_xiaohai"	"178.500000"	"79.550000"	"300.370000"	"190.018200"	
"10010162"	"1001"	"scn1001_guai_meihuonanzi"	"195.840000"	"45.710000"	"105.760000"	"50.327620"	
"10010163"	"1001"	"scn1001_npc_huacuo04"	"277.590000"	"68.780000"	"276.980000"	"166.883900"	
"10010164"	"1001"	"scn1001_npc_xiedaoshi02"	"313.080000"	"50.700000"	"154.660000"	"278.777500"	
"10010165"	"1001"	"scn1001_npc_baixing06"	"414.300000"	"50.000000"	"92.100000"	"327.410700"	
"10010166"	"1001"	"scn1001_caiji_jiechufazhang02"	"414.300000"	"50.000000"	"92.100000"	"0.000000"	
"10010167"	"1001"	"scn1001_npc_baixing05"	"424.700000"	"49.900000"	"99.300000"	"316.993300"	
"10010168"	"1001"	"scn1001_caiji_jiechufazhang01"	"424.700000"	"49.900000"	"99.300000"	"0.000000"	
"10010169"	"1001"	"scn1001_guai_xiedaoshi01"	"426.570000"	"51.620000"	"78.040000"	"320.129100"	
"10010170"	"1001"	"scn1001_npc_yunjindizi02"	"428.900000"	"52.510000"	"91.600000"	"317.023600"	
"10010171"	"1001"	"scn1001_npc_baixing04"	"395.000000"	"50.000000"	"148.400000"	"179.294700"	
"10010172"	"1001"	"scn1001_npc_tianshidaoshi"	"382.550000"	"53.310000"	"138.450000"	"83.040820"	
"10010173"	"1001"	"scn1001_npc_shangfan"	"413.250000"	"51.000000"	"183.640000"	"257.183800"	
"10010174"	"1001"	"scn1001_npc_yunjindizi01"	"416.160000"	"52.120000"	"305.430000"	"238.652000"	
"10010175"	"1001"	"scn1001_npc_baixing03"	"383.620000"	"56.100000"	"406.310000"	"273.508800"	
"10010176"	"1001"	"scn1001_npc_baixing02"	"353.500000"	"56.000000"	"390.100000"	"97.184780"	
"10010177"	"1001"	"scn1001_guai_yezhu02"	"368.700000"	"56.100000"	"418.200000"	"0.000000"	
"10010178"	"1001"	"scn1001_caiji_cunzhuangzhuangkuang"	"339.200000"	"56.100000"	"411.300000"	"185.473600"	
"10010179"	"1001"	"scn1001_guai_hengyuanjiubu04"	"266.900000"	"50.200000"	"348.800000"	"0.000000"	
"10010180"	"1001"	"scn1001_npc_jiubushouling"	"308.400000"	"50.100000"	"340.546000"	"0.000000"	
"10010181"	"1001"	"scn1001_guai_daitoudage"	"316.450000"	"50.100000"	"360.510000"	"264.889900"	
"10010182"	"1001"	"scn1001_caiji_huazhuang"	"290.220000"	"50.200000"	"359.450000"	"0.000000"	
"10010183"	"1001"	"scn1001_guai_hengyuanjiubu03"	"312.600000"	"50.800000"	"382.600000"	"0.000000"	
"10010184"	"1001"	"scn1001_npc_huacuo03"	"290.020000"	"50.130000"	"363.640000"	"14.638970"	
"10010185"	"1001"	"scn1001_npc_hengyuanjiubu02"	"297.800000"	"50.200000"	"369.300000"	"0.000000"	
"10010186"	"1001"	"scn1001_guai_hengyuanjiubu01"	"267.100000"	"51.600000"	"385.100000"	"0.000000"	
"10010187"	"1001"	"scn1001_guai_lang"	"213.500000"	"55.500000"	"354.200000"	"0.000000"	
"10010188"	"1001"	"scn1001_npc_sengren03"	"89.000000"	"75.280000"	"402.137400"	"179.421300"	
"10010189"	"1001"	"scn1001_guai_sengren02"	"115.200000"	"73.790000"	"401.460000"	"177.908100"	
"10010190"	"1001"	"scn1001_npc_sengren01"	"83.300000"	"75.280000"	"402.200000"	"181.014900"	
"10010191"	"1001"	"scn1001_guai_eseng"	"83.080000"	"73.600000"	"381.600000"	"0.000000"	
"10010192"	"1001"	"scn1001_npc_baixing01"	"94.920000"	"66.100000"	"345.440000"	"271.065800"	
"10010193"	"1001"	"scn1001_caiji_zhenglilaingshi"	"97.690000"	"66.000000"	"341.680000"	"274.842900"	
"10010194"	"1001"	"scn1001_npc_chuyu03"	"110.520000"	"73.610730"	"386.520000"	"274.248800"	
"10010195"	"1001"	"scn1001_guai_shenmiren"	"88.570000"	"55.420000"	"312.880000"	"250.195900"	
"10010196"	"1001"	"scn1001_npc_huacuo02"	"63.700000"	"68.700000"	"345.100000"	"116.174900"	
"10010197"	"1001"	"scn1001_caiji_cikeshenfen"	"65.420000"	"57.840000"	"311.860000"	"168.453700"	
