"龙ID"	"备注"	"参与奖"	"击杀奖励"	"第1名"	"第2名"	"第3名"	"第4-10名"	"第11名后"	"新获得时位置RenderTextureNew中模型Transform负责"	"新获得时尺寸CameraXXSize负责"	
"1004026"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004027"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004028"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004029"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004030"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004031"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004032"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004033"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004034"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004035"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004036"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004037"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004038"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004039"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004040"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004041"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004042"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004043"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004044"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004045"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004046"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004047"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004048"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004049"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004050"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004051"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004052"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004053"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004054"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004055"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004056"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004057"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004058"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004059"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004060"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004061"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004062"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004063"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004064"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004065"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004066"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004067"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004068"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004069"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004070"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004071"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004072"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004073"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004074"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004075"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004076"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004077"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004078"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004079"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004080"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004081"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004082"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004083"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004084"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004085"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004086"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004087"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004088"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004089"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004090"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004091"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004092"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004093"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004094"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004095"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004096"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004097"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004098"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004099"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004100"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004101"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004102"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004103"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004104"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004105"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004106"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004107"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004108"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004109"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004110"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004111"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004112"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004113"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004114"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004115"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004116"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004117"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004118"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004119"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004120"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004121"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004122"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004123"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004124"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004125"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004126"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004127"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004128"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004129"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004130"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004131"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004132"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004133"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004134"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004135"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004136"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004137"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004138"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004139"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004140"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004141"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004142"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004143"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004144"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004145"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004146"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004147"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004148"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004149"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004150"	"苍狼王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-6"	"8.800000"	
"1004401"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004402"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004403"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004404"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004405"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004406"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004407"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004408"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004409"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004410"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004411"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004412"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004413"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004414"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004415"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004416"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004417"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004418"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004419"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004420"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004421"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004422"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004423"	"白虎怪"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
